name;open;high;low;close;volume;marketCap;timestamp
"2781";0.5540787065;0.5613808136;0.545104076;0.5594869341;1238578019.05;31816864569.44;"2024-11-09T00:00:00.000Z"
"2781";0.5594869341;0.6160421886;0.5562001509;0.5893823021;4198897125.24;33517383371.1;"2024-11-10T00:00:00.000Z"
"2781";0.5893823021;0.6307059636;0.5720236265;0.6204667554;4066959667;35285114663.12;"2024-11-11T00:00:00.000Z"
"2781";0.6204667554;0.7353525141;0.599107168;0.7076994247;11156505328.94;40242318217.59;"2024-11-12T00:00:00.000Z"
"2781";0.7076360911;0.743535347;0.6425908877;0.6902881889;7773620798.62;39255753600.4;"2024-11-13T00:00:00.000Z"
"2781";0.690287967;0.845210622;0.68441732;0.7730071544;9458526339.42;44008304173.73;"2024-11-14T00:00:00.000Z"
"2781";0.7730079741;0.9248207825;0.7725787115;0.8920914416;11738281622.73;50787886167.99;"2024-11-15T00:00:00.000Z"
"2781";0.892091657;1.256743942;0.8799244082;1.1190904175;22568823580.35;63711060613.92;"2024-11-16T00:00:00.000Z"
"2781";1.1190878362;1.1545945192;1.0054632183;1.0543353752;12066098150.74;60025087547.81;"2024-11-17T00:00:00.000Z"
"2781";1.0543435424;1.1833420008;1.0543139839;1.1179359952;9978319004.88;63643084553.26;"2024-11-18T00:00:00.000Z"
"2781";1.1178938334;1.1457942795;1.073826802;1.1019471609;5884163705.11;62734956393.38;"2024-11-19T00:00:00.000Z"
"2781";1.1019425187;1.1466365275;1.0637480074;1.1023006706;6409028713.65;62755593014.88;"2024-11-20T00:00:00.000Z"
"2781";1.1023050019;1.251769659;1.0820939727;1.250351528;10451562187.86;71177670946.92;"2024-11-21T00:00:00.000Z"
"2781";1.2502392049;1.4969073743;1.2475605561;1.4690188275;19984456168.5;83733145933.25;"2024-11-22T00:00:00.000Z"
"2781";1.4690321408;1.6216148206;1.4274995774;1.4690081194;15468388183.18;83731293273.83;"2024-11-23T00:00:00.000Z"
"2781";1.4689996374;1.509101318;1.308200217;1.4324108501;11863424377.05;81624797886.49;"2024-11-24T00:00:00.000Z"
"2781";1.4324132229;1.5359229515;1.3643274571;1.4154234843;11517571350.21;80677514038.03;"2024-11-25T00:00:00.000Z"
"2781";1.4153674888;1.4565421533;1.2948045699;1.4013232019;9378581137.72;79873183625.28;"2024-11-26T00:00:00.000Z"
"2781";1.4013121402;1.5183703598;1.3573457307;1.4728115876;7766481601.85;83950603431.04;"2024-11-27T00:00:00.000Z"
"2781";1.4728472615;1.5423698838;1.4341828968;1.5413428114;5820667101.24;87935391291.01;"2024-11-28T00:00:00.000Z"
"2781";1.5413337954;1.8115313099;1.527908342;1.7967308202;14734827153.69;102505288526.38;"2024-11-29T00:00:00.000Z"
"2781";1.7967153281;1.9549070325;1.7705542417;1.9441209163;16537204318.84;110914167221.27;"2024-11-30T00:00:00.000Z"
"2781";1.9441063697;2.339640559;1.8536367382;2.3202227638;18321198112.71;132401816051.76;"2024-12-01T00:00:00.000Z"
"2781";2.3207424298;2.8496809487;2.2438926128;2.7138054482;51723383809.08;154833155059.53;"2024-12-02T00:00:00.000Z"
"2781";2.7139195157;2.864887495;2.3610097798;2.5255265628;43498034453.03;144087179578.45;"2024-12-03T00:00:00.000Z"
"2781";2.5255637816;2.6703455322;2.2956320106;2.3544443216;22033216003.08;134324762498.12;"2024-12-04T00:00:00.000Z"
"2781";2.3544478845;2.4849986666;2.188863289;2.295206407;21253973296.08;131109469087.81;"2024-12-05T00:00:00.000Z"
"2781";2.2509115226;2.460490226;2.2395102804;2.4247366988;13380810341.34;138494675251.19;"2024-12-06T00:00:00.000Z"
"2781";2.4247441756;2.6172638774;2.396321842;2.6166238506;12359080774.41;149449831182.87;"2024-12-07T00:00:00.000Z"
"2781";2.6140948905;2.6140948905;2.535245828;2.5649786742;0;0;"2024-12-08T00:00:00Z"
