name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0056230397895;0.0149664003;0.00540491985157;0.0109323002;0;85467516.57;"2013-09-01T00:00:00.000Z"
"2781";0.0109059997;0.0124471998;0.0057973600924;0.00607286021113;0;47476950.2;"2013-10-01T00:00:00.000Z"
"2781";0.00607510004193;0.0383861996;0.00556094991043;0.0383861996;0;300099081.13;"2013-11-01T00:00:00.000Z"
"2781";0.0391604006;0.0614449009;0.0123250997;0.0273301005;63620.6;213663709.8;"2013-12-01T00:00:00.000Z"
"2781";0.0273650996;0.0296675004;0.0177091006;0.0205039997;98528.7;160298012.3;"2014-01-01T00:00:00.000Z"
"2781";0.0205194;0.0218837;0.0108390003;0.0136665003;166863;106843190.84;"2014-02-01T00:00:00.000Z"
"2781";0.0136869997;0.0182085;0.008699670434;0.00878472998738;244598;68678050.99;"2014-03-01T00:00:00.000Z"
"2781";0.00878472998738;0.00931893009692;0.00471059978008;0.00536397984251;222003;41935004.49;"2014-04-01T00:00:00.000Z"
"2781";0.00536384014413;0.00770372990519;0.00306313997135;0.00414551980793;201568;32409218.49;"2014-05-01T00:00:00.000Z"
"2781";0.00414487998933;0.00457961997017;0.00377937988378;0.00377968000248;20027.6;29549121.69;"2014-06-01T00:00:00.000Z"
"2781";0.00377972004935;0.00645976001397;0.00280235009268;0.00518885999918;572621;42821589.55;"2014-07-01T00:00:00.000Z"
"2781";0.00518273003399;0.0055215600878;0.00476317992434;0.00488650007173;113365;141655981.28;"2014-08-01T00:00:00.000Z"
"2781";0.00488597992808;0.00580298993737;0.00451144995168;0.00464397016913;109352;134625217.92;"2014-09-01T00:00:00.000Z"
"2781";0.00464498018846;0.00524256005883;0.00452477997169;0.00486668990925;151046;141081704.19;"2014-10-01T00:00:00.000Z"
"2781";0.00486517976969;0.0152965998;0.00463572982699;0.0112113999;2857340;346223284.64;"2014-11-01T00:00:00.000Z"
"2781";0.0112038003;0.0280338991;0.00810470990837;0.0244379994;640940;757042201.74;"2014-12-01T00:00:00.000Z"
"2781";0.0244548991;0.0244548991;0.0141126998;0.0142980004;557619;442924519.21;"2015-01-01T00:00:00.000Z"
"2781";0.0142863002;0.0154942004;0.0129827997;0.0129979001;520080;414744162.67;"2015-02-01T00:00:00.000Z"
"2781";0.0129923001;0.0129923001;0.00777155021206;0.00777155021206;1359970;247978904.09;"2015-03-01T00:00:00.000Z"
"2781";0.0077719502151;0.00926898978651;0.00756388995796;0.00802912004292;595106;256197589.72;"2015-04-01T00:00:00.000Z"
"2781";0.00803457014263;0.00917863007635;0.00569714000449;0.00829009991139;248303;264525083.51;"2015-05-01T00:00:00.000Z"
"2781";0.00827577989548;0.0120168999;0.00742910988629;0.0113195004;1028230;361188849.69;"2015-06-01T00:00:00.000Z"
"2781";0.0113174003;0.0114054997;0.00744719011709;0.00843685958534;423581;269207982.54;"2015-07-01T00:00:00.000Z"
"2781";0.00843848008662;0.00890459027141;0.0070406999439;0.00788365025073;635572;256125971.11;"2015-08-01T00:00:00.000Z"
"2781";0.00788408983499;0.00864532962441;0.00542058981955;0.00552017008886;719793;179340648.3;"2015-09-01T00:00:00.000Z"
