pool,Fee Tier,Start Date,Expiry Date,Yield Source,Base Asset,Underlying Issuer,chain,AverageIY,Average Daily LP TVL,Total Swap Fee,Total Swap Fee (im+ex),Average Daily Swap Fee,Average Daily Swap Fee (im + ex),Average TV,EfficientRatio*,EfficientRatioB**
rswETH 26SEP2024,0.001,24 Jun 2024,26 Sept 2024,2-Restaking,ETH,Swell,1,0.0893863516283917,6101171.488838387,5242.448039429868,11975.032988582696,57.60931911461393,131.59376910530435,421172.88685610826,0.007872541496548051,0.06903147823768123
Karak WEETH 26DEC2024,0.001,3 Sept 2024,26 Dec 2024,2-Restaking,ETH,Ether.fi,1,0.05909390576586643,6061039.975289358,2198.7154401081934,4135.93788671449,29.316205868109247,55.145838489526525,226276.18127577554,0.0033209203586742945,0.03733289702729159
gUSDC 26DEC2024,0.001,30 Jul 2024,26 Dec 2024,5-Derivative,Stable,Gains Network,42161,0.09504255684695012,6043918.638898679,4778.846635335131,9444.425162343452,32.28950429280494,63.81368352934765,176397.62715698857,0.003853790211255416,0.029185969847723113
stETH 26DEC2024,0.0005,24 Mar 2023,26 Dec 2024,1-Staking,ETH,Lido,1,0.0409191437859099,5973268.816678828,20296.987802350817,39949.11337872155,43.64943613408778,85.91207178219689,44899.13597840583,0.005249706176447799,0.007516677610931633
Swell L2 Deposit RswETH 25JUL2024,0.003,14 May 2024,25 Jul 2024,2-Restaking,ETH,Swell,1,0.16553545403453424,5951411.367705439,19233.875519795904,32942.214558445055,274.76965028279864,470.60306512064363,1269351.869690075,0.028862081304129487,0.21328585628915656
rETH 26JUN2025,0.001,6 Jun 2023,26 Jun 2025,1-Staking,ETH,Rocketpool,42161,0.03188226010828807,5921635.811183589,30056.39271790247,35780.15406197462,49.11175280703018,58.46430402283435,35226.19771757265,0.0036036446091522326,0.005948727486929292
Silo crvUSD 27JUN2024,0.0005,9 Jan 2024,27 Jun 2024,3-Lending,Stable,Silo,1,0.18642154315047976,5818617.373879807,8121.7417484834305,83990.72585375744,53.432511503180464,552.5705648273515,516409.22238519613,0.03466257414817761,0.08875119108250602
rsETH 26DEC2024,0.001,30 Aug 2024,26 Dec 2024,2-Restaking,ETH,Kelp,42161,0.0508250859102712,5758971.268884239,2901.04046041988,4598.994996531442,25.226438786259827,39.99126083940384,241806.87994455636,0.002534621119790798,0.04198786009769498
aUSDC 27JUN2024,0.0005,11 Dec 2023,27 Jun 2024,3-Lending,Stable,AAVE,42161,0.09294260404186894,5723375.394849006,23200.31017065507,50831.582848115904,117.76807193225923,258.02833933053756,674429.7872196838,0.016455384691419665,0.11783776891983451
Mellow pzETH 26SEP2024,0.003,2 Jul 2024,26 Sept 2024,2-Restaking,ETH,Mellow Protocol,1,0.12540032535931805,5657387.3394053485,36630.326577672764,48248.07454008701,425.93402997293913,561.0241225591512,1145317.2764650017,0.03619582546660383,0.20244632508853225
rsETH 26SEP2024,0.003,20 May 2024,26 Sept 2024,2-Restaking,ETH,Kelp,42161,0.08893264295926959,5590970.288675282,23210.756377849462,33393.04901391501,182.76186124290916,262.9373938103544,360778.8180282192,0.01716556228802978,0.0645288383590573
sfrxETH 26DEC2024,0.0005,5 Apr 2023,26 Dec 2024,1-Staking,ETH,Frax,1,0.048687293476420646,5529152.171209493,13026.472235373043,24515.485517408648,39.11853524136049,73.6200766288548,40160.12513317001,0.004859936412937234,0.007263342351524583
USDa saving token 24APR2025,0.005,24 Jan 2025,24 Apr 2025,6-Stablecoins,Stable,Avalon,1,0.2446134300402993,5478600.712020722,6337.515676801464,6521.517475743489,422.5010451200976,434.7678317162326,364567.7402843652,0.028965472557297155,0.0665439515393883
BTC-Zerolend eBTC 27MAR2025,0.001,13 Nov 2024,27 Mar 2025,3-Lending,BTC,Zerolend,1,0.06635272826255165,5322980.91515007,4012.3393399646475,7582.529905771678,50.789105569172754,95.98139121229973,212156.5213003054,0.006581501671888244,0.03985671274839131
swETH 27JUN2024,0.0005,25 Sept 2023,27 Jun 2024,2-Restaking,ETH,Swell,1,0.03544829943717456,5290232.637612773,15804.79224353298,24890.96546507086,63.729000981987824,100.36679623012444,224632.95176045696,0.006924814678948889,0.042461828646882145
Kelp rsETH 26DEC2024,0.001,20 Aug 2024,26 Dec 2024,2-Restaking,ETH,Kelp DAO,1,0.05055380396468231,5227274.596966625,1886.149755452359,5074.173710038614,17.96333100430818,48.32546390512966,179619.4271812698,0.003374376837904801,0.034361965083200816
Zircuit Ether.fi weETH 22AUG2024,0.003,24 Jun 2024,22 Aug 2024,2-Restaking,ETH,Ether.fi,1,0.08615552213215166,5212444.023130184,28754.311468345026,38543.84619680593,495.76399083353493,664.5490723587229,1892779.1249680016,0.046534871230189484,0.3631269931281386
mETH 26DEC2024,0.001,6 Aug 2024,26 Dec 2024,1-Staking,ETH,Mantle,5000,0.06989572298362359,5079431.210925549,8009.4907851445405,16543.98331860342,56.80489918542227,117.33321502555617,233439.90351494358,0.008431381724829849,0.04595788264891322
Stader Staking ETHx 26DEC2024,0.0005,20 Sept 2023,26 Dec 2024,1-Staking,ETH,Stader,1,0.034335334591683773,4955151.665292553,3667.8508597203336,4766.885492955496,14.730324737832666,19.144118445604402,27068.90712003845,0.0014101693963454213,0.00546278074789065
ether.fi weETH 25JUL2024,0.001,18 Jun 2024,25 Jul 2024,2-Restaking,ETH,Ether.fi,1,0.07992324863779181,4895948.136847115,4392.186806800718,7721.000081698732,118.70775153515454,208.67567788374953,2609109.5571741713,0.015557072971083026,0.5329120089197639
ePendle 26SEP2024,0.0005,31 Oct 2023,26 Sept 2024,8-Other,Other,Equilibria,1,0.10153726821672032,4782256.43746499,1738.2445429027068,5106.42018739696,9.39591644812274,27.60227128322681,48116.19861081948,0.0021067103259979755,0.010061400771792413
Silo crvUSD 28MAR2024,0.0005,11 Oct 2023,28 Mar 2024,3-Lending,Stable,Silo,1,0.10497634639753181,4779538.98885908,20959.468246951226,60860.81732612122,143.55800169144675,416.8549131926111,660457.0268774021,0.03183404166593548,0.13818425342211912
Amphor LRT 26SEP2024,0.003,22 Jul 2024,26 Sept 2024,2-Restaking,ETH,Amphor,1,0.13209527975376395,4736526.272124198,3633.077176574556,7400.048118660725,59.55864223892714,121.31226424033976,241188.3859347863,0.009348407230066125,0.05092094334074497
gDAI 28MAR2024,0.001,7 Mar 2023,28 Mar 2024,5-Derivative,Stable,Gains Network,42161,0.10551541227354702,4716362.825831593,20980.722647008166,52857.275932150405,54.6372985599171,137.64915607330835,216371.86371063182,0.010652688061143575,0.0458768486863563
rsETH 27JUN2024,0.01,3 Apr 2024,27 Jun 2024,2-Restaking,ETH,Kelp,42161,0.3252486153472325,4707793.961107544,150574.198508379,176363.31731962538,1792.549982242607,2099.5633014241116,1376566.9106584806,0.1627812540970917,0.2924016900549813
Zircuit Staking rsETH 22AUG2024,0.003,24 Jun 2024,22 Aug 2024,2-Restaking,ETH,Kelp,1,0.10875573320262438,4699389.063456917,17171.19684612376,29215.733577201434,296.05511803661653,503.7195444345075,1065369.1215032733,0.039123731028847336,0.22670374959752262
weETH 26JUN2025,0.0005,7 Nov 2024,26 Jun 2025,2-Restaking,ETH,Ether.fi,42161,0.038734644029666344,4501970.23424528,2299.7896275551448,3973.375415467453,24.997713342990703,43.18886321160275,105589.45431326424,0.003501563593717919,0.02345405429606655
Bedrock UniETH 27JUN2024,0.01,23 Feb 2024,27 Jun 2024,2-Restaking,ETH,Bedrock,1,0.3255389019226054,4365382.785939178,29604.852351900226,134357.47343333473,250.88857925339175,1138.622656214701,380446.1785636527,0.09520293864194386,0.08715070297822751
Karak sUSDe 26SEP2024,0.003,28 May 2024,26 Sept 2024,6-Stablecoins,Stable,Ethena,1,0.23171336186580443,4301808.938773172,29990.129814753804,62589.68546868632,260.7837375195983,544.2581345103158,481886.8804368732,0.0461792287671705,0.1120195915940195
Ethena sUSDE 25APR2024,0.003,5 Mar 2024,25 Apr 2024,6-Stablecoins,Stable,Ethena,1,0.8475803644280877,4250322.583480251,45235.07741213421,236377.32806137574,886.9623021987101,4634.849569830897,3983963.840676496,0.39802157595366844,0.937332111252211
Karak USDE 26SEP2024,0.003,28 May 2024,26 Sept 2024,6-Stablecoins,Stable,Ethena,1,0.23193463653651986,4247200.690687544,26962.44253164846,64996.09475689053,224.6870210970705,541.6341229740877,370413.16051893396,0.046547471919331104,0.0872134818896375
ENA 29AUG2024,0.01,10 Apr 2024,29 Aug 2024,6-Stablecoins,Other,Ethena,1,0.7864492060810909,4126799.266946101,676892.9644067823,859175.0166741079,4977.15415004987,6317.463357897852,1994277.283034781,0.5587560664997162,0.48325037251220093
rsETH 26JUN2025,0.0005,6 Nov 2024,26 Jun 2025,2-Restaking,ETH,Kelp,42161,0.037474342099762296,4041599.996023889,2215.632003727971,3312.5252551756003,23.82400004008571,35.61855113092043,96414.943499576,0.0032167387112965328,0.02385563727098888
Ethena USDe 26DEC2024,0.001,17 Jul 2024,26 Dec 2024,6-Stablecoins,Stable,Ethena,1,0.1537911681928566,4030895.188357826,10703.120269575798,46691.53743590143,69.50078097127142,303.1918015318275,600891.9569538252,0.02745420121037721,0.14907159052146596
Amphor LRT 26DEC2024,0.002,26 Aug 2024,26 Dec 2024,2-Restaking,ETH,Amphor,1,0.07494221564458203,3983449.082362273,2315.072165857845,4152.947395131217,26.610024894917757,47.73502753024387,90367.62690994193,0.004373919356892246,0.022685774323077813
Bedrock uniETH 26DEC2024,0.001,19 Jul 2024,26 Dec 2024,2-Restaking,ETH,Bedrock,42161,0.06053116020688543,3980437.566628532,2988.575471531011,4869.04173360187,19.281132074393618,31.413172474850775,99179.37133615503,0.002880539579228264,0.024916700658154246
Staked USDz 27MAR2025,0.0038,24 Dec 2024,27 Mar 2025,6-Stablecoins,Stable,Anzen,8453,0.19529616464591226,3899504.9396852376,2390.700588913741,2889.4565343418094,51.97175193290741,62.81427248569151,55227.765399097465,0.00587951799315532,0.014162763287473967
wstETH 28MAR2024,0.0003,5 Dec 2023,28 Mar 2024,1-Staking,ETH,Lido,42161,0.037198349067127476,3828171.0699035805,6693.907151842289,7197.568514592377,59.23811638798486,63.695296589313074,1209437.3512051501,0.006073078457197798,0.3159308529113387
wstETH 27JUN2024,0.001,22 Jun 2023,27 Jun 2024,1-Staking,ETH,Lido,42161,0.039044380321556285,3489927.9275101493,12909.358123271975,16634.455181193374,35.95921482805564,46.335529752627785,62559.28111672435,0.004846079549778887,0.01792566563440655
gUSDC 26JUN2025,0.002,19 Nov 2024,26 Jun 2025,5-Derivative,Stable,Gains Network,42161,0.0868399955380406,3219536.257863234,4709.151640765995,7121.236709891334,58.86439550957493,89.01545887364168,67178.80465322848,0.010091715044216604,0.020865987916475343
pumpBTC 29MAY2025,0.001,7 Jan 2025,29 May 2025,2-Restaking,BTC,PumpBTC,1,0.04310332722490299,3172898.9308604943,118.21871018,377.51971980999997,9.093746936923077,29.039978446923076,25343.70647786923,0.0033406649137267984,0.007987555554124122
Mellow rstETH 26DEC2024,0.002,26 Aug 2024,26 Dec 2024,2-Restaking,ETH,Mellow Protocol,1,0.07244764083998144,3093698.148955565,2784.6067340855675,7237.543453556485,39.78009620122239,103.39347790794977,188783.45986441488,0.012198546082830433,0.06102193904345462
Mellow amphrETH 26DEC2024,0.002,26 Aug 2024,26 Dec 2024,2-Restaking,ETH,Mellow Protocol,1,0.07341637618542324,2953772.6681935056,2037.9202412714426,4502.96643214733,26.466496639888867,58.48008353438091,88470.2735232666,0.0072264296842801876,0.0299516189840615
stETH 30DEC2027,0.0005,29 May 2023,30 Dec 2027,1-Staking,ETH,Lido,1,0.04170720375945674,2873204.9805301423,12233.598798782821,29029.1890485536,55.106300895418116,130.76211283132253,21176.281965259455,0.016611474470793332,0.007370264951076399
King Karak LRT 26JUN2025,0.0015,18 Dec 2024,26 Jun 2025,2-Restaking,ETH,Ether.fi,1,0.0477950818207095,2854410.9827826545,638.856830587386,1104.3445651186526,18.78990678198194,32.48072250348978,31233.668533963446,0.00415338358256187,0.010942246481799532
wstETH 26JUN2025,0.001,6 Jun 2023,26 Jun 2025,1-Staking,ETH,Lido,42161,0.03872733399968508,2793138.625608435,19173.06918918242,23511.804413438025,33.0001190863725,40.46782170987612,22322.137572325428,0.0052882283710094236,0.007991775763533023
Zircuit Staking ezETH 22AUG2024,0.003,24 Jun 2024,22 Aug 2024,2-Restaking,ETH,Renzo,1,0.09148554929885967,2780540.3617327483,19253.846970782088,42761.955012774924,331.9628788065877,737.2750864271538,1133036.7438435825,0.09678169403669898,0.4074879686830039
Staking USDS 27MAR2025,0.001,8 Oct 2024,27 Mar 2025,6-Stablecoins,Stable,Sky,1,0.11927643219991343,2772451.9375227005,2618.672032434708,5751.276621388512,39.67684897628345,87.1405548695229,101634.57328148969,0.011472264711573718,0.03665873226004572
sDAI 26SEP2024,0.0005,22 Aug 2023,26 Sept 2024,6-Stablecoins,Stable,Maker,1,0.07286117952472138,2755388.79787606,12932.535072408522,26150.16728651702,60.151325918179175,121.62868505356752,83117.51758530155,0.016111871427644926,0.030165440771687518
gDAI 26SEP2024,0.001,18 Mar 2024,26 Sept 2024,5-Derivative,Stable,Gains Network,42161,0.13125317129025207,2610908.113066002,3193.81603901663,7458.174453475298,16.809558100087525,39.25354975513315,63110.84578703637,0.0054875717720294205,0.02417199037806237
wbETH 26DEC2024,0.001,28 Jun 2023,26 Dec 2024,1-Staking,ETH,Binance,56,0.036501142780710566,2552974.464472243,10662.974054680939,13479.043443766048,26.79139209718829,33.866943326045345,26691.38607916872,0.004841973347572021,0.010455014905402285
sDAI 28MAR2024,0.0005,4 Sept 2023,28 Mar 2024,6-Stablecoins,Stable,Maker,1,0.04829170599304044,2537177.360616347,9178.36750521811,12169.968846139445,67.48799636189787,89.48506504514297,168868.77098973526,0.01287338017770375,0.06655773207305957
stk GHO 24APR2025,0.002,29 Oct 2024,24 Apr 2025,3-Lending,Stable,AAVE,1,0.13821750056257487,2441865.732535677,3915.812660840563,9301.422224939726,59.33049486122065,140.93063977181404,76900.38716910909,0.02106572971286846,0.03149247157387902
wstETH 28DEC2023,0.001,18 Jul 2023,28 Dec 2023,1-Staking,ETH,Lido,42161,0.037438242012060315,2404638.116694979,4472.322375392311,5461.6032602839105,27.606928243162415,33.713600372122905,119843.24962894159,0.005117387123821333,0.04983837226769842
Moonwell cbBTC 26JUN2025,0.0005,1 Dec 2024,26 Jun 2025,3-Lending,BTC,Moonwell,8453,0.031170589196864027,2358700.237548604,103.468298044501,211.54405635935848,3.3376870336935807,6.824001818043822,12887.277554097815,0.0010559886432091267,0.005463719954296335
ether.fi EIGEN 27MAR2025,0.002,22 Oct 2024,27 Mar 2025,2-Restaking,Other,Ether.fi,1,0.10430980270185689,2306511.556241937,3289.2988001858416,7398.049128148831,35.75324782810697,80.4135774798786,53013.47365491162,0.012725258497285842,0.02298426535581202
Kyber Elastic axlWstEth-wstETH 28MAR2024,null,null,null,null,null,null,42161,0.06979679366398006,2299292.969334404,772.70491234024,1661.8258456425194,17.561475280459998,37.76876921914817,39210.28609735752,0.0059955825329121555,0.017053192707629623
Ethena USDe 29AUG2024,0.01,5 Apr 2024,29 Aug 2024,6-Stablecoins,Stable,Ethena,42161,0.32510751984016495,2185512.9221324218,82483.58300301468,118950.21234850191,580.8703028381315,837.6775517500134,329116.19904838904,0.1398995646708096,0.15058991219656934
Moonwell USDC 26JUN2025,0.002,1 Dec 2024,26 Jun 2025,3-Lending,Stable,Moonwell,8453,0.10932777385994152,2070877.6097373602,946.801834662715,1184.8609162974374,15.521341551847787,19.423949447498973,15542.609439958676,0.0034235444504305042,0.007505324972792513
Bedrock UniETH 26JUN2025,0.0005,13 Nov 2024,26 Jun 2025,2-Restaking,ETH,Bedrock,1,0.04734054062927611,1981835.3016949794,261.61971411252404,530.0903976915262,9.34356121830443,18.931799917554507,40688.13794872287,0.0034867211034123142,0.02053053445658377
Ethena USDe 28NOV2024,0.001,13 Aug 2024,28 Nov 2024,6-Stablecoins,Stable,Ethena,42161,0.08626071698043886,1981346.8984165508,3310.2059384504005,8225.642968346112,31.228357909909437,77.60040536175578,186099.58081906807,0.014295400759794704,0.09392579409885002
Stargate USDT Arbitrum,0.001,24 Mar 2023,27 Jun 2024,8-Other,Stable,Stargate,42161,0.0366822523636725,1980178.9409248906,10627.69998623204,15225.454425458127,38.09211464599298,54.57152123820117,35343.072141194425,0.010058992568944278,0.017848423397880692
GLP 26SEP2024,0.001,19 Mar 2024,26 Sept 2024,5-Derivative,Other,GMX,42161,0.1703496722366875,1946533.2557367708,3323.986822205825,10668.775234098266,17.68078096917992,56.74880443669291,62735.65654046274,0.01064113010057608,0.03222942960546391
PENDLE-ETH_Camelot 27JUN2024,0.001,9 May 2023,27 Jun 2024,4-DEX,ETH,Camelot,42161,0.16245526659704967,1850658.0794298376,2367.078470049286,7830.308519017567,5.873643846276144,19.43004595289719,11010.892318601407,0.0038321323920582936,0.005949717260572364
Stafi rETH-WETH_BalancerLP Aura 27JUN2024,0.0005,19 Apr 2023,27 Jun 2024,4-DEX,ETH,Balancer,1,0.07159490518650462,1721962.9297634119,3191.56809404501,9074.238089175622,21.711347578537485,61.729510810718516,27544.938361262713,0.01308464372633615,0.015996243522528812
Karak USDE 30JAN2025,0.001,23 Sept 2024,30 Jan 2025,6-Stablecoins,Stable,Ethena,1,0.12149190925062935,1686081.839797779,377.56968005552295,1497.3454688557033,5.808764308546507,23.036084136241588,30617.35798841142,0.004986810551696958,0.01815888011229842
Aerodrome VIR/CBBTC 26JUN2025,0.007499995,31 Dec 2024,26 Jun 2025,4-DEX,Other,Aerodrome,8453,0.39037127211396977,1648106.8950561578,3249.1421275039165,3516.5198783033975,87.81465209470045,95.04107779198371,24825.44354344035,0.021048388000883902,0.015063005693325762
Bedrock UniETH 26SEP2024,0.003,22 May 2024,26 Sept 2024,2-Restaking,ETH,Bedrock,1,0.1282308802460283,1634905.6841847072,4314.515744392319,8113.2276025632955,37.19410124476137,69.94161726347669,83299.59466699851,0.015614778606571181,0.050950703439836806
Lista collateral BNB 24APR2025,0.0024,4 Feb 2025,24 Apr 2025,1-Staking,Other,Lista,56,0.15782418609463916,1595090.9776818256,23.768311888935997,23.768311888935997,5.942077972233999,5.942077972233999,11661.01493472226,0.0013597083114453136,0.007310564160841422
Ethena USDe 26DEC2024,0.001,17 Jul 2024,26 Dec 2024,6-Stablecoins,Stable,Ethena,5000,0.13266301201871467,1578566.1335454453,1602.38365790533,3854.292523567536,9.952693527362298,23.939705115326312,57050.78307967031,0.0055353983475298855,0.03614088878971119
Mellow Re7LRT 26DEC2024,0.002,26 Aug 2024,26 Dec 2024,2-Restaking,ETH,Mellow Protocol,1,0.06797298221299335,1470680.654356195,1359.9382834467585,2936.6580979776786,19.9990924036288,43.186148499671745,70115.06977372018,0.010718128477239387,0.047675251296763504
Mellow Re7LRT 26SEP2024,0.001,22 Jul 2024,26 Sept 2024,2-Restaking,ETH,Mellow Protocol,1,0.12300463829550237,1435843.723014903,2581.2950665428193,7906.609317055765,43.7507638397088,134.01032740772484,445165.21117116825,0.034066220940196186,0.31003736969120543
sETH-wstEthSilo 26DEC2024,0.0005,17 Feb 2024,26 Dec 2024,3-Lending,ETH,Silo,42161,0.04427072021083004,1417087.0238451636,4464.332218721203,9222.914585615728,16.534563773041494,34.15894290968788,47641.37369417076,0.008798340505726322,0.033619229371601556
Coinbase Wrapped Staked ETH 25DEC2025,0.0005,22 Nov 2024,25 Dec 2025,1-Staking,ETH,Coinbase,8453,0.026594392999264624,1372168.7946212776,765.8460846559682,940.7880483769393,13.204242838896004,16.22048359270585,25272.981679920234,0.004314685288388083,0.01841827461678696
wstETH-ankrETH_BalancerLP Aura 27JUN2024,0.0005,10 Jul 2023,27 Jun 2024,4-DEX,ETH,Balancer,1,0.04310776730093767,1333822.6742553648,1979.7143387747885,4513.361567838549,23.290756926762217,53.09837138633586,80339.64270860518,0.014530346447163523,0.06023262631478095
eUSD 26DEC2024,0.0005,11 Sept 2023,26 Dec 2024,6-Stablecoins,Stable,Lybra,1,0.06244088511765284,1328611.273462564,5771.423300529363,11706.502736384738,45.44427795692412,92.17718690066724,46962.69866471461,0.025323188121880367,0.035347207721881393
Mellow Steakhouse steakLRT 26DEC2024,0.002,26 Aug 2024,26 Dec 2024,2-Restaking,ETH,Mellow Protocol,1,0.06832919296438988,1305545.2250967105,905.8565554047508,2120.933431843668,15.618216472495703,36.56781779040807,57683.54234935695,0.010223509103263903,0.04418348843111424
Mellow amphrETH 26SEP2024,0.001,22 Jul 2024,26 Sept 2024,2-Restaking,ETH,Mellow Protocol,1,0.12326768942351246,1301168.1954372101,1918.5899663234982,7915.427923760622,30.453808989261876,125.64171307556543,278927.52925900934,0.03524465586647087,0.21436700515515283
stETH 29JUN2023,0.0005,23 Nov 2022,29 Jun 2023,1-Staking,ETH,Lido,1,0.047031136051376966,1284284.4289936924,3251.8632532163583,6471.752458975771,21.393837192212885,42.57731880905113,71141.41489907513,0.012100685030870207,0.055393815647845505
Mellow ENA 26SEP2024,0.003,1 Jul 2024,26 Sept 2024,6-Stablecoins,Other,Ethena,1,0.7546846288482735,1233844.756908791,6136.789196599728,23953.60970859445,71.35801391395033,278.53034544877266,189381.763679461,0.08239575969306266,0.1534891343655972
sETH-pteETHSilo 26SEP2024,0.001,12 Jun 2024,26 Sept 2024,3-Lending,ETH,Silo,42161,0.05796337844274217,1232123.6220030067,265.713429214676,827.1081034905451,2.5797420312104467,8.030175762044127,14262.187984910759,0.0023788312315458178,0.01157528979253346
Bedrock uniETH 26JUN2025,0.0005,14 Nov 2024,26 Jun 2025,2-Restaking,ETH,Bedrock,42161,0.043486480093969354,1222590.3264353394,546.2040800943599,1072.068212147512,6.5024295249328565,12.762716811279905,28133.665924368437,0.0038102637779733307,0.02301152341553095
HLP 26DEC2024,0.001,4 Jun 2024,26 Dec 2024,5-Derivative,Other,HMX,42161,0.20135089783667146,1220534.7809919454,546.7782903236412,3985.902697485375,2.8930068271092124,21.08943226182738,31699.477549881944,0.006306778713271096,0.02597179371170344
sETH-ptezETHSilo 26SEP2024,0.001,12 Jun 2024,26 Sept 2024,3-Lending,ETH,Silo,42161,0.07046129416296465,1193253.1526787835,307.7406645111369,892.9788003142861,3.14021086235854,9.112028574635573,19503.27543810108,0.002787246295788578,0.016344625106849597
ether.fi eBTC 26JUN2025,0.0015,19 Dec 2024,26 Jun 2025,2-Restaking,BTC,Ether.fi,1,0.05719374013402454,1178293.7946564953,2061.4055784600005,2850.6658647500003,55.713664282702716,77.04502337162162,81065.10814673,0.02386623239311895,0.06879872279252958
Mellow amphrETH 25JUL2024,0.003,19 Jun 2024,25 Jul 2024,2-Restaking,ETH,Mellow Protocol,1,0.2948675837607952,1163332.1361143051,3186.061733467678,6780.141715474078,96.54732525659631,205.45883986285085,816963.9695521375,0.06446351323227956,0.7022620145962042
spSILO 27MAR2025,0.005,6 Nov 2024,27 Mar 2025,3-Lending,Other,Silo,42161,0.36353487155956676,1159281.5165116142,3717.583373622683,5279.038024862542,39.97401477013638,56.76384972970476,28623.89929337098,0.017872108591610297,0.024691068464114698
Mellow rstETH 26SEP2024,0.001,22 Jul 2024,26 Sept 2024,2-Restaking,ETH,Mellow Protocol,1,0.11866353638393906,1144850.9317359363,1708.6525387074462,6685.795956870301,29.459526529438726,115.27234408397071,298598.44046584994,0.03675099039038377,0.26081862030114733
Dolomite WBTC 26JUN2025,0.0005,29 Oct 2024,26 Jun 2025,3-Lending,BTC,Dolomite,42161,0.03842515208785239,1142052.8411425787,1090.9738671071684,3425.4426823049066,11.247153269146066,35.313842085617594,43156.14383909674,0.011286301208580629,0.03778821984797194
Aave Arbitrum USDCn 26JUN2025,0.002,16 Dec 2024,26 Jun 2025,3-Lending,Stable,AAVE,42161,0.08017511876765437,1131978.6081649323,922.5457783537161,1324.6336740511763,17.406524119881436,24.993088189644837,18581.041562244856,0.008058877723854654,0.016414657863867997
Swell L2 Deposit RswETH 26SEP2024,0.001,23 Jul 2024,26 Sept 2024,2-Restaking,ETH,Swell,1,0.10352797123370551,1121714.336353298,1414.4973084549945,2650.9305754505067,22.452338229444358,42.078263102388995,197127.65815235383,0.01369204755134253,0.17573784319563693
MUXLP 28MAR2024,0.001,7 Nov 2023,28 Mar 2024,5-Derivative,Other,MUX,42161,0.3877531175551562,1018019.163398415,1940.3916189155016,10668.520513015888,14.060808832721026,77.30811965953542,136140.7603564851,0.027718008354118917,0.1337310389148388
sETH-ptezETHSilo 27JUN2024,0.0005,30 Apr 2024,27 Jun 2024,3-Lending,ETH,Silo,42161,0.14545315848203066,996728.3428844386,120.223923556568,1094.6477235316015,2.109191641343298,19.2043460268702,54482.60068559181,0.007032594537767973,0.05466143415559375
sETH-pteETHSilo 25APR2024,0.0005,5 Mar 2024,25 Apr 2024,3-Lending,ETH,Silo,42161,0.2608879049861206,992340.8612801679,1234.459224634285,9986.40587590188,24.689184492685698,199.7281175180376,652565.3672705401,0.07346342949139292,0.6576020324595916
Savings USDS 27MAR2025,0.0005,15 Oct 2024,27 Mar 2025,6-Stablecoins,Stable,Sky,1,0.10187006587656965,987521.8897571658,1312.1626665950203,3365.688050077101,23.85750302900037,61.194328183220016,117566.39754063201,0.022618161702084177,0.11905194078233738
Dolomite USDC 26JUN2025,0.002,29 Oct 2024,26 Jun 2025,3-Lending,Stable,Dolomite,42161,0.12313103263431105,980921.1761802728,4452.849985867474,7041.101394784085,44.08762362245024,69.71387519588203,40865.42860324582,0.025940478261038753,0.041660257312801256
sETH-pteETHSilo 27JUN2024,0.0005,30 Apr 2024,27 Jun 2024,3-Lending,ETH,Silo,42161,0.13586723470968792,979846.3140462731,115.41922421948203,774.4392829870641,2.0248986705172287,13.586654087492352,61951.85388016463,0.005061129149382618,0.0632260926964501
Stargate USDT Ethereum,0.0005,24 Mar 2023,27 Jun 2024,8-Other,Stable,Stargate,1,0.036463985634354955,945418.8548166596,2422.001651036074,4721.447630117063,18.21053872959454,35.49960624148168,17714.92114815397,0.013705413438844063,0.018737643170433003
MUXLP 27JUN2024,0.001,19 Mar 2024,27 Jun 2024,5-Derivative,Other,MUX,42161,0.41241667561607065,934057.2136385198,1577.5553265321198,10005.628595568074,16.605845542443365,105.32240626913762,92495.55481069464,0.04115666334665505,0.09902557729883389
HLP 27JUN2024,0.001,11 Sept 2023,27 Jun 2024,5-Derivative,Other,HMX,42161,0.2603401527400841,924329.5394213814,2723.426260046544,11399.457796859157,10.3947567177349,43.50938090404258,30507.96164358869,0.017181019704202882,0.03300550327828567
ENA 31OCT2024,0.003,27 Jul 2024,31 Oct 2024,6-Stablecoins,Other,Ethena,1,0.39972129398889106,923409.7195257796,9714.41828313537,21673.827945745612,104.45611057134806,233.0519133951141,388318.21925533836,0.09211939899539022,0.4205264586718457
Bedrock UniETH 26DEC2024,0.001,3 Sept 2024,26 Dec 2024,2-Restaking,ETH,Bedrock,1,0.05130294752972699,870483.5209467338,232.424887171767,742.0697051685245,4.150444413781554,13.251244735152223,39459.27673314693,0.005556342207455215,0.04533029722404303
Mellow Re7LRT 25JUL2024,0.003,19 Jun 2024,25 Jul 2024,2-Restaking,ETH,Mellow Protocol,1,0.23358105228333312,852103.569252504,3892.2145487110283,12596.186527916028,111.20612996317224,359.89104365474367,653135.7353494397,0.1541599350994567,0.7664980630493003
oETH 26DEC2024,0.0005,4 Sept 2023,26 Dec 2024,1-Staking,ETH,Origin,1,0.05424319015706558,842800.8016609713,2513.3130903535302,5308.56046123895,25.133130903535303,53.085604612389496,25155.003573400947,0.02299030286318659,0.029846914625408612
